representation,kv,sharer_layer,codec_layer,frequency_pct,mean_dct_power_unscaled,energy_0_10pct_auxiliary,spectral_centroid_pct_auxiliary
Raw Sharer KV,K,12,16,96.0,0.2955917754594701,0.8186281926683522,8.011337183561112
Raw Sharer KV,K,12,16,97.0,0.2877143394298034,0.8186281926683522,8.011337183561112
Raw Sharer KV,K,12,16,98.0,0.2842664083925772,0.8186281926683522,8.011337183561112
Raw Sharer KV,K,12,16,99.0,0.2828202048537786,0.8186281926683522,8.011337183561112
Raw Sharer KV,K,12,16,100.0,0.2864875018130988,0.8186281926683522,8.011337183561112
Raw Sharer KV,K,18,22,0.0,169.48826153576374,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,1.0,43.89881918407047,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,2.0,15.265200728634372,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,3.0,9.210801333980637,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,4.0,7.634830062482504,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,5.0,6.567659048794301,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,6.0,5.916608008937909,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,7.0,5.009776724756231,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,8.0,5.409340037768704,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,9.0,5.992735866289585,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,10.0,4.31842061306815,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,11.0,3.2268043063464553,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,12.0,2.6979189223470157,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,13.0,2.896520929043184,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,14.0,2.701533826249649,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,15.0,2.017392430681503,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,16.0,1.613334433129057,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,17.0,1.5381661766977066,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,18.0,1.7034671541769055,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,19.0,2.0564249382982966,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,20.0,2.8657791391946392,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,21.0,3.9555926941451625,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,22.0,3.080233203608081,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,23.0,2.383149469076888,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,24.0,1.872960857572033,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,25.0,1.5403269138769247,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,26.0,1.3589273277064786,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,27.0,1.2973771699250214,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,28.0,1.2758517185831437,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,29.0,1.2816633738123353,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,30.0,1.4467382160713909,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,31.0,2.1519381876697286,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,32.0,3.727943828441202,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,33.0,2.7217852108483167,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,34.0,1.8442624721536407,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,35.0,1.456786962196928,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,36.0,1.3591285741794854,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,37.0,1.3319492484175142,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,38.0,1.2017455742135636,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,39.0,1.07223860330996,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,40.0,0.9870713246171359,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,41.0,0.9287158235296379,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,42.0,0.8609074203099595,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,43.0,0.8271965215739331,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,44.0,0.7994548901007509,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,45.0,0.800170879397775,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,46.0,0.8025913323624987,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,47.0,0.7917722978681555,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,48.0,0.7788019860582422,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,49.0,0.7647136322752338,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,50.0,0.7428465129050892,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,51.0,0.7453128269070297,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,52.0,0.7427783916564664,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,53.0,0.7490420553582958,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,54.0,0.7428683501901113,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,55.0,0.7164213290583569,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,56.0,0.6758944933721803,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,57.0,0.6454027655959367,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,58.0,0.6325947460392491,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,59.0,0.632978545988444,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,60.0,0.6383377282647417,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,61.0,0.6221396469080352,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,62.0,0.5982615772739517,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,63.0,0.5711257497238696,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,64.0,0.5578808266762637,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,65.0,0.5583622741803994,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,66.0,0.5651334281382148,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,67.0,0.5719240479997821,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,68.0,0.6028507032082424,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,69.0,0.6291901499923541,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,70.0,0.6594438631786029,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,71.0,0.7042771509819432,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,72.0,0.7313873861660241,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,73.0,0.7395597716275369,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,74.0,0.6884152004658246,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,75.0,0.5921939936379204,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,76.0,0.5740359647641895,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,77.0,0.6334187920752451,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,78.0,0.6935299902653786,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,79.0,0.71897459117521,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,80.0,0.6786696038674563,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,81.0,0.6139520661503776,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,82.0,0.5720004370505917,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,83.0,0.5709059989644447,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,84.0,0.5647339766460943,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,85.0,0.5567837724229324,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,86.0,0.5743097873439543,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,87.0,0.5910290223394987,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,88.0,0.5877804590458988,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,89.0,0.5712000691334832,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,90.0,0.5367868595523761,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,91.0,0.5394383149902571,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,92.0,0.5458281606622042,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,93.0,0.5624939670210006,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,94.0,0.5543699167110022,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,95.0,0.5108955757445072,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,96.0,0.4875804366264491,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,97.0,0.5043238593891146,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,98.0,0.5201438946474808,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,99.0,0.5188872096268462,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,18,22,100.0,0.5063228476501536,0.7371847350123926,11.79563014161206
Raw Sharer KV,K,23,27,0.0,282.49153903126717,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,1.0,56.740573490932555,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,2.0,10.432600789181881,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,3.0,4.7333236790541555,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,4.0,3.6126427933759975,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,5.0,4.018025500327349,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,6.0,3.968920504339038,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,7.0,3.1175876182166395,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,8.0,2.7153200688771926,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,9.0,2.6791852598078547,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,10.0,2.4771630853181685,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,11.0,2.1619314719294205,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,12.0,1.8349036803981291,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,13.0,1.9573682861099955,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,14.0,1.8457018950604838,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,15.0,1.425730283872689,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,16.0,1.1633210717537446,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,17.0,1.0746379840484586,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,18.0,1.1516481823602231,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,19.0,1.3246323728660345,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,20.0,1.5403319074772295,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,21.0,1.6716049997205844,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,22.0,1.5102780370844988,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,23.0,1.4087875517178348,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,24.0,1.3328057543607428,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,25.0,1.3625345191394445,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,26.0,1.3985076268902044,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,27.0,1.3869028388080167,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,28.0,1.348972900542432,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,29.0,1.368816914411729,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,30.0,1.4843985816638445,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,31.0,1.8240470084117273,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,32.0,2.3586123551987113,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,33.0,1.6725351875770111,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,34.0,1.180682771992869,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,35.0,1.1202970973798079,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,36.0,1.3015264993114393,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,37.0,1.4103484957490584,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,38.0,1.2567136900057083,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,39.0,1.1025088051479544,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,40.0,1.0646153167588637,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,41.0,1.0950563097180563,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,42.0,1.0581279926397835,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,43.0,0.9622555241116781,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,44.0,0.9005255188350553,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,45.0,0.968266264750855,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,46.0,1.0360690241435082,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,47.0,0.9728201615839503,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,48.0,0.8741383545077408,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,49.0,0.8497753157268745,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,50.0,0.9277025846531615,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,51.0,1.0140486574318492,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,52.0,0.955610326486639,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,53.0,0.7972881651431076,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,54.0,0.6525394380092613,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,55.0,0.5988100172544367,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,56.0,0.6130088131956292,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,57.0,0.6152158245007741,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,58.0,0.6034086126653713,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,59.0,0.6025467414880407,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,60.0,0.6083067173720336,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,61.0,0.6052087426849174,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,62.0,0.6148440240533091,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,63.0,0.6524872623995179,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,64.0,0.6982610033033414,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,65.0,0.7065683813649234,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,66.0,0.6403340316528923,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,67.0,0.5966871962620647,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,68.0,0.6320143622392796,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,69.0,0.6954983225121394,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,70.0,0.7368651137978303,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,71.0,0.7611990998173135,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,72.0,0.8619831796898509,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,73.0,1.0398116533277786,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,74.0,1.1155807461938825,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,75.0,0.9405103023600531,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,76.0,0.7777044777176347,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,77.0,0.8024289106135245,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,78.0,0.9582946102949793,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,79.0,1.0579798331909112,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,80.0,0.9966342859901482,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,81.0,0.8212898888241026,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,82.0,0.6743703276722218,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,83.0,0.6457850998535288,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,84.0,0.6616881370474584,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,85.0,0.6863616644637666,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,86.0,0.7744161660165984,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,87.0,0.8870000725780846,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,88.0,0.9079693592758855,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,89.0,0.8253727877876368,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,90.0,0.7105611372593551,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,91.0,0.627834237519127,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,92.0,0.612864180346952,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,93.0,0.6687762238641158,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,94.0,0.6945469983608926,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,95.0,0.6400439726887267,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,96.0,0.5686477151676078,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,97.0,0.5248816172618538,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,98.0,0.5168339539464797,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,99.0,0.5300349047791676,0.8069867033420592,9.660079136431147
Raw Sharer KV,K,23,27,100.0,0.5454910004045814,0.8069867033420592,9.660079136431147
Raw Sharer KV,V,0,4,0.0,0.010251539817545563,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,1.0,0.002274264350689633,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,2.0,0.0009243732204396337,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,3.0,0.0007280944025683311,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,4.0,0.0006439031972922748,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,5.0,0.0006280938288355737,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,6.0,0.0006103444588154611,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,7.0,0.0006129592350285404,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,8.0,0.0006877479444051463,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,9.0,0.0007541172494055096,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,10.0,0.000724569542921927,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,11.0,0.0006409980493550906,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,12.0,0.0005288589700762713,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,13.0,0.00047073240493247695,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,14.0,0.00045959688299205946,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,15.0,0.000444068535651354,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,16.0,0.00044599568483135946,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,17.0,0.0004902563855199562,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,18.0,0.0005906387966058444,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,19.0,0.0006994468436508333,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,20.0,0.0007676318259655095,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,21.0,0.0007509437806970709,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,22.0,0.0006921879835431354,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,23.0,0.0006297142844448442,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,24.0,0.0005947688717151328,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,25.0,0.0005541905656869517,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,26.0,0.0005201376615946171,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,27.0,0.0005040106095935927,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,28.0,0.000519016835646653,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,29.0,0.0005374009647925959,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,30.0,0.0005378882808997788,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,31.0,0.00052194713307216,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,32.0,0.0005093143328758741,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,33.0,0.0005145719665645744,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,34.0,0.0005529800723343217,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,35.0,0.0006567165491674129,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,36.0,0.0008358368322524255,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,37.0,0.0010351046275007998,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,38.0,0.0010478836355434856,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,39.0,0.0009695357226746633,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,40.0,0.0008439734207172476,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,41.0,0.0007116194661696796,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,42.0,0.0006017130012526191,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,43.0,0.000555115119660741,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,44.0,0.0005286660783554002,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,45.0,0.000556969805424501,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,46.0,0.0006050438535976358,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,47.0,0.0005990083540979185,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,48.0,0.0005683311574387062,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,49.0,0.000555068269871697,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,50.0,0.0005464278476381423,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,51.0,0.0005644132925490901,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,52.0,0.0005673393030826902,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,53.0,0.0005810350003918076,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,54.0,0.0006117278409368516,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,55.0,0.0006589720328648252,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,56.0,0.0006929667969222921,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,57.0,0.0006854920864199701,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,58.0,0.0007076745648208771,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,59.0,0.0007072199710765402,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,60.0,0.0007298352202610661,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,61.0,0.0007117111678991248,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,62.0,0.0006870964132804144,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,63.0,0.0006628576562360423,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,64.0,0.000673259104308955,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,65.0,0.00066562898436473,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,66.0,0.0006526989867853679,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,67.0,0.0006699718127947558,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,68.0,0.0007424939834515952,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,69.0,0.0007483104338965058,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,70.0,0.0007126028975221733,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,71.0,0.0007444891342365155,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,72.0,0.0009028968561369773,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,73.0,0.0011429080430320944,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,74.0,0.0011423084336229284,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,75.0,0.0008595079089701585,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,76.0,0.0007489381178424988,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,77.0,0.0010161619695918489,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,78.0,0.0013602920692903817,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,79.0,0.0015149198045668292,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,80.0,0.0013397618251190125,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,81.0,0.00099102790902009,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,82.0,0.0007014487123274184,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,83.0,0.0006220835385408914,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,84.0,0.0006564135159840126,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,85.0,0.000714169871484671,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,86.0,0.000894800039686742,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,87.0,0.0010509971358490596,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,88.0,0.0010279295356224348,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,89.0,0.0008832721314612969,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,90.0,0.0007592876695071032,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,91.0,0.000761924103605339,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,92.0,0.0008425937797244401,0.22463701798968616,46.50705697722593
Raw Sharer KV,V,0,4,93.0,0.0009888636765330715,0.22463701798968616,46.50705697722593
